Logging started at 22-02-20 at 12:25:09
Timestamp, Longitude, Latitude, Altitude, Velocity, Groundspeed, Airspeed, Current, Voltage
12:25:09.364842, 0.0, 0.0, -1.62, 0.0, 0.010515851899981499, 0.0, 0, 16.539
12:25:09.468193, 0.0, 0.0, -1.11, 0.0, 0.028378382325172424, 0.0, 0, 16.547
12:25:09.568222, 0.0, 0.0, -1.11, 0.0, 0.028378382325172424, 0.0, 0, 16.547
12:25:09.668397, 0.0, 0.0, -1.11, 0.0, 0.028378382325172424, 0.0, 0, 16.547
12:25:09.768497, 0.0, 0.0, -1.75, 0.0, 0.04243190214037895, 0.0, 0, 16.543
12:25:09.868669, 0.0, 0.0, -1.75, 0.0, 0.04243190214037895, 0.0, 0, 16.543
12:25:09.968841, 0.0, 0.0, -1.68, 0.0, 0.053808435797691345, 0.0, 0, 16.54
12:25:10.068972, 0.0, 0.0, -1.68, 0.0, 0.053808435797691345, 0.0, 0, 16.54
12:25:10.169244, 0.0, 0.0, -1.68, 0.0, 0.053808435797691345, 0.0, 0, 16.54
12:25:10.269279, 0.0, 0.0, -1.23, 0.0, 0.06429576873779297, 0.0, 0, 16.541
12:25:10.369462, 0.0, 0.0, -1.23, 0.0, 0.06429576873779297, 0.0, 0, 16.541
12:25:10.472705, 0.0, 0.0, -1.62, 0.0, 0.07125987112522125, 0.0, 0, 16.541
12:25:10.572804, 0.0, 0.0, -1.62, 0.0, 0.07125987112522125, 0.0, 0, 16.541
12:25:10.672934, 0.0, 0.0, -1.62, 0.0, 0.07125987112522125, 0.0, 0, 16.541
12:25:10.773033, 0.0, 0.0, -1.04, 0.0, 0.07494933903217316, 0.0, 0, 16.563
12:25:10.873210, 0.0, 0.0, -1.04, 0.0, 0.07494933903217316, 0.0, 0, 16.563
12:25:10.973403, 0.0, 0.0, -1.42, 0.0, 0.07861092686653137, 0.0, 0, 16.544
12:25:11.073448, 0.0, 0.0, -1.42, 0.0, 0.07861092686653137, 0.0, 0, 16.544
12:25:11.173620, 0.0, 0.0, -1.42, 0.0, 0.07861092686653137, 0.0, 0, 16.544
12:25:11.273749, 0.0, 0.0, -1.69, 0.0, 0.08066875487565994, 0.0, 0, 16.552
12:25:11.373902, 0.0, 0.0, -1.69, 0.0, 0.08066875487565994, 0.0, 0, 16.552
12:25:11.477212, 0.0, 0.0, -1.06, 0.0, 0.08126236498355865, 0.0, 0, 16.538
12:25:11.577315, 0.0, 0.0, -1.06, 0.0, 0.08126236498355865, 0.0, 0, 16.538
12:25:11.677517, 0.0, 0.0, -1.06, 0.0, 0.08126236498355865, 0.0, 0, 16.538
12:25:11.777631, 0.0, 0.0, -1.76, 0.0, 0.08069875091314316, 0.0, 0, 16.543
12:25:11.877857, 0.0, 0.0, -1.76, 0.0, 0.08069875091314316, 0.0, 0, 16.543
12:25:11.977977, 0.0, 0.0, -1.7, 0.0, 0.08014608919620514, 0.0, 0, 16.542
12:25:12.078077, 0.0, 0.0, -1.7, 0.0, 0.08014608919620514, 0.0, 0, 16.542
12:25:12.178294, 0.0, 0.0, -1.7, 0.0, 0.08014608919620514, 0.0, 0, 16.542
12:25:12.278430, 0.0, 0.0, -1.64, 0.0, 0.07813595980405807, 0.0, 0, 16.538
12:25:12.381718, 0.0, 0.0, -1.64, 0.0, 0.07813595980405807, 0.0, 0, 16.538
12:25:12.481897, 0.0, 0.0, -1.24, 0.0, 0.07453601807355881, 0.0, 0, 16.542
12:25:12.582041, 0.0, 0.0, -1.24, 0.0, 0.07453601807355881, 0.0, 0, 16.542
12:25:12.682227, 0.0, 0.0, -1.24, 0.0, 0.07453601807355881, 0.0, 0, 16.542
12:25:12.782368, 0.0, 0.0, -1.7, 0.0, 0.07203567773103714, 0.0, 0, 16.541
12:25:12.882542, 0.0, 0.0, -1.7, 0.0, 0.07203567773103714, 0.0, 0, 16.541
