Logging started at 22-02-20 at 13:58:00
Timestamp, Longitude, Latitude, Altitude, Velocity, Groundspeed, Airspeed, Current, Voltage
13:58:00.740751, 0.0, 0.0, 2.47, 0.0, 0.12840816378593445, 0.0, 0.00, 16.289
13:58:00.840907, 0.0, 0.0, 2.43, 0.0, 0.15529945492744446, 0.0, 0.24, 16.287
13:58:00.941051, 0.0, 0.0, 2.43, 0.0, 0.15529945492744446, 0.0, 0.00, 16.287
13:58:01.041208, 0.0, 0.0, 2.43, 0.0, 0.15529945492744446, 0.0, 0.24, 16.287
13:58:01.141410, 0.0, 0.0, 2.7, 0.0, 0.15204350650310516, 0.0, 0.24, 16.294
13:58:01.241523, 0.0, 0.0, 2.7, 0.0, 0.15204350650310516, 0.0, 0.00, 16.294
13:58:01.341618, 0.0, 0.0, 2.24, 0.0, 0.14728596806526184, 0.0, 0.00, 16.282
13:58:01.441698, 0.0, 0.0, 2.24, 0.0, 0.14728596806526184, 0.0, 0.00, 16.282
13:58:01.541867, 0.0, 0.0, 2.24, 0.0, 0.14728596806526184, 0.0, 0.24, 16.282
13:58:01.642011, 0.0, 0.0, 2.15, 0.0, 0.14835812151432037, 0.0, 0.24, 16.292
13:58:01.742168, 0.0, 0.0, 2.15, 0.0, 0.14835812151432037, 0.0, 0.00, 16.292
13:58:01.842317, 0.0, 0.0, 2.88, 0.0, 0.14862564206123352, 0.0, 0.49, 16.297
13:58:01.942526, 0.0, 0.0, 2.88, 0.0, 0.14862564206123352, 0.0, 0.00, 16.297
13:58:02.042656, 0.0, 0.0, 2.88, 0.0, 0.14862564206123352, 0.0, 0.24, 16.297
13:58:02.142772, 0.0, 0.0, 1.75, 0.0, 0.14011700451374054, 0.0, 0.24, 16.281
13:58:02.242939, 0.0, 0.0, 1.75, 0.0, 0.14011700451374054, 0.0, 0.49, 16.281
13:58:02.343069, 0.0, 0.0, 2.16, 0.0, 0.138068288564682, 0.0, 0.00, 16.28
13:58:02.443212, 0.0, 0.0, 2.16, 0.0, 0.138068288564682, 0.0, 0.24, 16.28
13:58:02.543396, 0.0, 0.0, 2.16, 0.0, 0.138068288564682, 0.0, 0.00, 16.28
13:58:02.649819, 0.0, 0.0, 2.22, 0.0, 0.13243629038333893, 0.0, 0.24, 16.287
