Logging started at 22-02-20 at 14:01:06
Timestamp, Longitude, Latitude, Altitude, Velocity, Groundspeed, Airspeed, Current, Voltage
14:01:06.553322, 0.0, 0.0, -0.03, 0.0, 0.05695592612028122, 0.0, 0.00, 15.856
14:01:06.653628, 0.0, 0.0, -0.03, 0.0, 0.05695592612028122, 0.0, 0.24, 15.856
14:01:06.753665, 0.0, 0.0, -0.03, 0.0, 0.05695592612028122, 0.0, 0.24, 15.856
14:01:06.853821, 0.0, 0.0, -0.12, 0.0, 0.059427812695503235, 0.0, 0.73, 15.829
14:01:06.954028, 0.0, 0.0, -0.12, 0.0, 0.059427812695503235, 0.0, 0.00, 15.829
14:01:07.054237, 0.0, 0.0, -0.44, 0.0, 0.06293314695358276, 0.0, 0.24, 15.839
14:01:07.154392, 0.0, 0.0, -0.44, 0.0, 0.06293314695358276, 0.0, 0.00, 15.839
14:01:07.254628, 0.0, 0.0, -0.44, 0.0, 0.06293314695358276, 0.0, 0.00, 15.839
14:01:07.354801, 0.0, 0.0, 0.46, 0.0, 0.0649857223033905, 0.0, 0.00, 15.831
14:01:07.455023, 0.0, 0.0, 0.46, 0.0, 0.0649857223033905, 0.0, 0.00, 15.831
14:01:07.561463, 0.0, 0.0, 0.08, 0.0, 0.06800505518913269, 0.0, 0.24, 15.854
14:01:07.655372, 0.0, 0.0, 0.08, 0.0, 0.06800505518913269, 0.0, 0.00, 15.854
14:01:07.755605, 0.0, 0.0, 0.08, 0.0, 0.06800505518913269, 0.0, 0.00, 15.854
14:01:07.855784, 0.0, 0.0, -0.29, 0.0, 0.07018262892961502, 0.0, 0.49, 15.829
14:01:07.956016, 0.0, 0.0, -0.29, 0.0, 0.07018262892961502, 0.0, 0.24, 15.829
14:01:08.062455, 0.0, 0.0, 0.47, 0.0, 0.07141498476266861, 0.0, 0.24, 15.87
14:01:08.162621, 0.0, 0.0, 0.47, 0.0, 0.07141498476266861, 0.0, 0.00, 15.87
14:01:08.262829, 0.0, 0.0, 0.47, 0.0, 0.07141498476266861, 0.0, 0.00, 15.87
14:01:08.362990, 0.0, 0.0, -0.32, 0.0, 0.07274945825338364, 0.0, 0.00, 15.836
14:01:08.463217, 0.0, 0.0, -0.32, 0.0, 0.07274945825338364, 0.0, 0.24, 15.836
14:01:08.563457, 0.0, 0.0, -0.14, 0.0, 0.07439086586236954, 0.0, 0.00, 15.843
14:01:08.663562, 0.0, 0.0, -0.14, 0.0, 0.07439086586236954, 0.0, 0.24, 15.843
14:01:08.763752, 0.0, 0.0, -0.14, 0.0, 0.07439086586236954, 0.0, 0.24, 15.843
14:01:08.863909, 0.0, 0.0, -0.07, 0.0, 0.07639893889427185, 0.0, 0.00, 15.829
14:01:08.964120, 0.0, 0.0, -0.07, 0.0, 0.07639893889427185, 0.0, 0.24, 15.829
14:01:09.064340, 0.0, 0.0, -1.15, 0.0, 0.07833274453878403, 0.0, 0.24, 15.861
14:01:09.164517, 0.0, 0.0, -1.15, 0.0, 0.07833274453878403, 0.0, 0.24, 15.861
14:01:09.264689, 0.0, 0.0, -1.15, 0.0, 0.07833274453878403, 0.0, 0.00, 15.861
14:01:09.364839, 0.0, 0.0, -0.78, 0.0, 0.08056998252868652, 0.0, 0.24, 15.855
14:01:09.465063, 0.0, 0.0, -0.78, 0.0, 0.08056998252868652, 0.0, 0.00, 15.855
14:01:09.565226, 0.0, 0.0, 0.36, 0.0, 0.08324947208166122, 0.0, 0.00, 15.842
14:01:09.665381, 0.0, 0.0, 0.36, 0.0, 0.08324947208166122, 0.0, 0.00, 15.842
14:01:09.765618, 0.0, 0.0, 0.36, 0.0, 0.08324947208166122, 0.0, 0.73, 15.842
14:01:09.865736, 0.0, 0.0, 0.3, 0.0, 0.08479203283786774, 0.0, 0.00, 15.848
14:01:09.965934, 0.0, 0.0, 0.3, 0.0, 0.08479203283786774, 0.0, 0.24, 15.848
14:01:10.066079, 0.0, 0.0, 0.5, 0.0, 0.08611182123422623, 0.0, 0.24, 15.84
14:01:10.172491, 0.0, 0.0, 0.5, 0.0, 0.08611182123422623, 0.0, 0.24, 15.84
14:01:10.272726, 0.0, 0.0, 0.5, 0.0, 0.08611182123422623, 0.0, 0.24, 15.84
14:01:10.372874, 0.0, 0.0, -0.23, 0.0, 0.08845670521259308, 0.0, 0.00, 15.836
14:01:10.473101, 0.0, 0.0, -0.23, 0.0, 0.08845670521259308, 0.0, 0.00, 15.836
14:01:10.573329, 0.0, 0.0, -0.19, 0.0, 0.09044429659843445, 0.0, 0.00, 15.861
14:01:10.673530, 0.0, 0.0, -0.19, 0.0, 0.09044429659843445, 0.0, 0.00, 15.861
